date,state,death,hospitalized,negative,positive,totalTestResults
7/6/2020,VI,6,0,3118,112,3230
7/7/2020,VI,6,0,3183,116,3299
7/8/2020,VI,6,0,3273,122,3395
7/9/2020,VI,6,0,3370,144,3514
7/10/2020,VI,6,0,3473,153,3626
7/11/2020,VI,6,0,3640,167,3807
7/12/2020,VI,6,0,3908,181,4089
7/13/2020,VI,6,0,4084,206,4290
7/14/2020,VI,6,0,4084,206,4290
7/15/2020,VI,6,0,4637,243,4880
7/16/2020,VI,6,0,5036,249,5285
7/17/2020,VI,6,0,5790,263,6053
7/18/2020,VI,6,0,6239,283,6522
7/19/2020,VI,6,0,6587,297,6884
7/20/2020,VI,6,0,6617,304,6921
7/21/2020,VI,6,0,6853,308,7161
7/22/2020,VI,7,0,7146,320,7466
7/23/2020,VI,7,0,7500,336,7836
7/24/2020,VI,7,0,7500,336,7836
7/25/2020,VI,7,0,7901,352,8253
7/26/2020,VI,7,0,7991,361,8352
7/27/2020,VI,7,0,8033,364,8397
7/28/2020,VI,7,0,8295,375,8670
7/29/2020,VI,8,0,8419,385,8804
7/30/2020,VI,8,0,8419,385,8804
7/31/2020,VI,8,0,8775,406,9181
8/1/2020,VI,8,0,8868,421,9289
8/2/2020,VI,8,0,8868,421,9289
8/3/2020,VI,8,0,8997,439,9436
8/4/2020,VI,8,0,9312,463,9775
8/5/2020,VI,8,0,9622,481,10103
8/6/2020,VI,9,0,9874,501,10375
8/7/2020,VI,9,0,9977,522,10499
8/8/2020,VI,9,0,10091,528,10619
8/9/2020,VI,9,0,10332,547,10879
8/10/2020,VI,9,0,10357,547,10904
8/11/2020,VI,9,0,10487,576,11063
8/12/2020,VI,9,0,10778,639,11417
8/13/2020,VI,9,0,10968,682,11650
8/14/2020,VI,9,0,11295,704,11999
8/15/2020,VI,9,0,11383,734,12117
8/16/2020,VI,9,0,11430,741,12171
8/17/2020,VI,9,0,11658,760,12418
8/18/2020,VI,9,0,11868,796,12664
8/19/2020,VI,9,0,12517,828,13345
8/20/2020,VI,10,0,12673,869,13542
8/21/2020,VI,10,0,12895,932,13827
8/22/2020,VI,10,0,13358,960,14318
8/23/2020,VI,10,0,13358,960,14318
8/24/2020,VI,11,0,13458,984,14442
8/25/2020,VI,12,0,13613,998,14611
8/26/2020,VI,14,0,13935,1030,14965
8/27/2020,VI,14,0,14144,1052,15196
8/28/2020,VI,14,0,14304,1075,15379
8/29/2020,VI,14,0,14714,1118,15832
8/30/2020,VI,14,0,14977,1129,16106
8/31/2020,VI,14,0,15100,1134,16234
9/1/2020,VI,15,0,15248,1139,16387
9/2/2020,VI,15,0,15343,1143,16486
9/3/2020,VI,15,0,15649,1144,16793
9/4/2020,VI,16,0,15790,1150,16940
9/5/2020,VI,16,0,16044,1167,17211
9/6/2020,VI,17,0,16144,1181,17325
9/7/2020,VI,17,0,16230,1190,17420
9/8/2020,VI,18,0,16253,1191,17444
9/9/2020,VI,18,0,16253,1191,17444
9/10/2020,VI,18,0,16668,1197,17865
9/11/2020,VI,18,0,16849,1201,18050
9/12/2020,VI,19,0,17012,1211,18223
9/13/2020,VI,19,0,17123,1220,18343
9/14/2020,VI,19,0,17130,1221,18351
9/15/2020,VI,19,0,17320,1225,18545
9/16/2020,VI,19,0,17440,1232,18672
9/17/2020,VI,19,0,17541,1238,18779
9/18/2020,VI,19,0,17712,1242,18954
9/19/2020,VI,19,0,17712,1242,18954
9/20/2020,VI,19,0,18043,1269,19312
9/21/2020,VI,19,0,18043,1269,19312
9/22/2020,VI,19,0,18188,1276,19464
9/23/2020,VI,19,0,18340,1278,19618
9/24/2020,VI,19,0,18534,1290,19824
9/25/2020,VI,19,0,18676,1296,19972
9/26/2020,VI,19,0,18676,1296,19972
9/27/2020,VI,19,0,18843,1317,20160
9/28/2020,VI,19,0,18843,1317,20160
9/29/2020,VI,20,0,19055,1318,20373
9/30/2020,VI,20,0,19243,1318,20561
10/1/2020,VI,20,0,19448,1323,20771
10/2/2020,VI,20,0,19685,1326,21011
10/3/2020,VI,20,0,19685,1326,21011
10/4/2020,VI,20,0,19912,1327,21239
10/5/2020,VI,20,0,20155,1322,21477
10/6/2020,VI,20,0,20155,1322,21477
10/7/2020,VI,20,0,20273,1321,21594
10/8/2020,VI,20,0,20366,1322,21688
10/9/2020,VI,20,0,20434,1324,21758
10/10/2020,VI,20,0,20434,1324,21758
10/11/2020,VI,20,0,20620,1325,21945
10/12/2020,VI,20,0,20620,1325,21945
10/13/2020,VI,20,0,20737,1325,22062
10/14/2020,VI,20,0,20859,1328,22187
10/15/2020,VI,20,0,21038,1327,22365
10/16/2020,VI,21,0,21175,1329,22504
10/17/2020,VI,21,0,21175,1329,22504
10/18/2020,VI,21,0,21517,1335,22852
10/19/2020,VI,21,0,21517,1335,22852
10/20/2020,VI,21,0,21517,1335,22852
10/21/2020,VI,21,0,21768,1337,23105
10/22/2020,VI,21,0,21911,1343,23254
10/23/2020,VI,21,0,22089,1346,23435
10/24/2020,VI,21,0,22089,1346,23435
10/25/2020,VI,21,0,22089,1346,23435
10/26/2020,VI,21,0,22269,1348,23617
10/27/2020,VI,21,0,22308,1351,23659
10/28/2020,VI,21,0,22592,1353,23945
10/29/2020,VI,21,0,22592,1353,23945
10/30/2020,VI,21,0,22857,1362,24219
10/31/2020,VI,21,0,23054,1376,24430
11/1/2020,VI,21,0,23054,1376,24430
11/2/2020,VI,21,0,23141,1378,24519
11/3/2020,VI,22,0,23180,1385,24565
11/4/2020,VI,23,0,23358,1388,24746
11/5/2020,VI,23,0,23516,1388,24904
11/6/2020,VI,23,0,23728,1390,25118
11/7/2020,VI,23,0,23728,1390,25118
11/8/2020,VI,23,0,24012,1405,25417
11/9/2020,VI,23,0,24012,1405,25417
11/10/2020,VI,23,0,24077,1410,25487
11/11/2020,VI,23,0,24077,1410,25487
11/12/2020,VI,23,0,24077,1410,25487
11/13/2020,VI,23,0,24077,1410,25487
11/14/2020,VI,23,0,24635,1434,26069
11/15/2020,VI,23,0,24635,1434,26069
11/16/2020,VI,23,0,24635,1434,26069
11/17/2020,VI,23,0,24983,1450,26433
11/18/2020,VI,23,0,25235,1463,26698
11/19/2020,VI,23,0,25471,1469,26940
11/20/2020,VI,23,0,25609,1482,27091
11/21/2020,VI,23,0,25776,1491,27267
11/22/2020,VI,23,0,25975,1504,27479
11/23/2020,VI,23,0,25975,1504,27479
11/24/2020,VI,23,0,26227,1507,27734
11/25/2020,VI,23,0,26515,1521,28036
11/26/2020,VI,23,0,26515,1521,28036
11/27/2020,VI,23,0,26515,1521,28036
11/28/2020,VI,23,0,26734,1538,28272
11/29/2020,VI,23,0,26783,1544,28327
11/30/2020,VI,23,0,26783,1544,28327
12/1/2020,VI,23,0,27028,1550,28578
12/2/2020,VI,23,0,27247,1563,28810
12/3/2020,VI,23,0,27420,1589,29009
12/4/2020,VI,23,0,27502,1613,29115
12/5/2020,VI,23,0,27660,1633,29293
12/6/2020,VI,23,0,27660,1633,29293
12/7/2020,VI,23,0,28014,1649,29663
12/8/2020,VI,23,0,28161,1680,29841
12/9/2020,VI,23,0,28506,1698,30204
12/10/2020,VI,23,0,28747,1733,30480
12/11/2020,VI,23,0,28747,1733,30480
12/12/2020,VI,23,0,29462,1791,31253
12/13/2020,VI,23,0,29462,1791,31253
12/14/2020,VI,23,0,29572,1807,31379
12/15/2020,VI,23,0,29816,1828,31644
12/16/2020,VI,23,0,29816,1828,31644
12/17/2020,VI,23,0,30585,1878,32463
12/18/2020,VI,23,0,30908,1900,32808
12/19/2020,VI,23,0,31262,1910,33172
12/20/2020,VI,23,0,31745,1921,33666
12/21/2020,VI,23,0,31745,1921,33666
12/22/2020,VI,23,0,32027,1934,33961
12/23/2020,VI,23,0,32761,1950,34711
12/24/2020,VI,23,0,33016,1967,34983
12/25/2020,VI,23,0,33205,1979,35184
12/26/2020,VI,23,0,33205,1979,35184
12/27/2020,VI,23,0,33205,1979,35184
12/28/2020,VI,23,0,33205,1979,35184
12/29/2020,VI,23,0,33205,1979,35184
12/30/2020,VI,23,0,33581,2010,35591
12/31/2020,VI,23,0,34139,2031,36170
3/3/2020,VT,0,0,0,0,0
3/4/2020,VT,0,0,0,0,3
3/5/2020,VT,0,0,0,0,6
3/6/2020,VT,0,0,0,0,10
3/7/2020,VT,0,0,0,0,17
3/8/2020,VT,0,0,23,1,26
3/9/2020,VT,0,0,28,1,31
3/10/2020,VT,0,0,34,1,38
3/11/2020,VT,0,0,57,1,66
3/12/2020,VT,0,0,88,2,99
3/13/2020,VT,0,0,132,2,149
3/14/2020,VT,0,0,218,5,238
3/15/2020,VT,0,0,320,8,370
3/16/2020,VT,0,0,392,12,428
3/17/2020,VT,0,0,473,17,549
3/18/2020,VT,0,0,565,19,811
3/19/2020,VT,0,0,619,21,1135
3/20/2020,VT,2,0,742,28,1422
3/21/2020,VT,2,0,943,44,1457
3/22/2020,VT,2,0,1088,52,1547
3/23/2020,VT,5,0,1282,76,1724
3/24/2020,VT,7,0,1405,97,1878
3/25/2020,VT,8,0,1631,125,2144
3/26/2020,VT,9,0,2616,160,3051
3/27/2020,VT,10,18,2786,185,3248
3/28/2020,VT,12,18,3106,213,3608
3/29/2020,VT,12,18,3374,234,3917
3/30/2020,VT,12,18,3546,256,4102
3/31/2020,VT,13,36,3839,293,4447
4/1/2020,VT,16,45,4019,320,4662
4/2/2020,VT,17,45,4185,359,4871
4/3/2020,VT,17,45,4658,390,5380
4/4/2020,VT,20,45,5090,460,5891
4/5/2020,VT,22,45,5660,512,6493
4/6/2020,VT,23,45,5984,543,6882
4/7/2020,VT,23,45,6453,575,7394
4/8/2020,VT,23,50,6777,608,7787
4/9/2020,VT,23,0,6975,631,8164
4/10/2020,VT,24,0,7249,680,8472
4/11/2020,VT,25,0,7774,713,9061
4/12/2020,VT,27,0,8316,733,9609
4/13/2020,VT,28,0,8806,754,10115
4/14/2020,VT,29,0,8975,761,10342
4/15/2020,VT,30,0,9326,770,10768
4/16/2020,VT,35,0,9583,779,11133
4/17/2020,VT,35,0,10054,792,11684
4/18/2020,VT,38,0,10346,802,12186
4/19/2020,VT,38,0,10514,813,12481
4/20/2020,VT,38,0,10695,817,12788
4/21/2020,VT,40,0,10739,820,12947
4/22/2020,VT,40,0,10946,828,13326
4/23/2020,VT,43,0,11231,831,13929
4/24/2020,VT,44,0,11515,834,14408
4/25/2020,VT,46,0,11814,843,15166
4/26/2020,VT,46,0,11925,852,15566
4/27/2020,VT,47,0,12146,855,16137
4/28/2020,VT,47,0,12261,862,16430
4/29/2020,VT,47,0,12375,862,16595
4/30/2020,VT,49,0,12569,866,16851
5/1/2020,VT,50,0,13093,879,17899
5/2/2020,VT,51,0,13405,885,18383
5/3/2020,VT,52,0,13734,896,18851
5/4/2020,VT,52,0,14049,901,19414
5/5/2020,VT,52,0,14217,906,19605
5/6/2020,VT,52,0,14425,909,20063
5/7/2020,VT,53,0,14817,914,20285
5/8/2020,VT,53,0,15342,916,20899
5/9/2020,VT,53,0,15802,918,21414
5/10/2020,VT,53,0,16256,926,21962
5/11/2020,VT,53,0,16876,926,22680
5/12/2020,VT,53,0,17170,927,23023
5/13/2020,VT,53,0,17660,929,23439
5/14/2020,VT,53,0,18363,930,24168
5/15/2020,VT,53,0,18984,931,24785
5/16/2020,VT,53,0,19771,932,25386
5/17/2020,VT,54,0,20452,940,26034
5/18/2020,VT,54,0,21014,940,26706
5/19/2020,VT,54,0,21562,944,27349
5/20/2020,VT,54,0,22089,945,27944
5/21/2020,VT,54,0,23188,950,29221
5/22/2020,VT,54,0,24864,952,30046
5/23/2020,VT,54,0,26025,954,31412
5/24/2020,VT,54,0,27110,957,32620
5/25/2020,VT,54,0,27856,963,33503
5/26/2020,VT,54,0,28419,968,34175
5/27/2020,VT,54,0,28574,970,34411
5/28/2020,VT,55,0,29292,974,35332
5/29/2020,VT,55,0,30100,975,36266
5/30/2020,VT,55,0,31403,977,37761
5/31/2020,VT,55,0,32747,981,39281
6/1/2020,VT,55,0,34032,985,40736
6/2/2020,VT,55,0,34600,987,41413
6/3/2020,VT,55,0,35244,989,42152
6/4/2020,VT,55,0,36480,1025,43602
6/5/2020,VT,55,0,37431,1027,44752
6/6/2020,VT,55,0,38528,1044,46064
6/7/2020,VT,55,0,40063,1061,47855
6/8/2020,VT,55,0,41455,1073,49482
6/9/2020,VT,55,0,41918,1081,50029
6/10/2020,VT,55,0,42918,1092,51248
6/11/2020,VT,55,0,44348,1108,52922
6/12/2020,VT,55,0,45749,1118,54627
6/13/2020,VT,55,0,47036,1123,56187
6/14/2020,VT,55,0,48085,1125,57427
6/15/2020,VT,55,0,49634,1126,59263
6/16/2020,VT,55,0,49968,1129,59734
6/17/2020,VT,55,0,50741,1129,60726
6/18/2020,VT,56,0,51817,1135,62072
6/19/2020,VT,56,0,52948,1143,63535
6/20/2020,VT,56,0,54090,1147,65045
6/21/2020,VT,56,0,54859,1159,66074
6/22/2020,VT,56,0,55633,1163,67251
6/23/2020,VT,56,0,56349,1165,68167
6/24/2020,VT,56,0,56866,1185,68918
6/25/2020,VT,56,0,57713,1192,70078
6/26/2020,VT,56,0,58594,1199,71531
6/27/2020,VT,56,0,59712,1201,72995
6/28/2020,VT,56,0,60879,1204,74536
6/29/2020,VT,56,0,61970,1210,75975
6/30/2020,VT,56,0,62736,1210,77029
7/1/2020,VT,56,0,63258,1212,78000
7/2/2020,VT,56,0,64285,1229,79525
7/3/2020,VT,56,0,65315,1238,80955
7/4/2020,VT,56,0,66321,1240,82269
7/5/2020,VT,56,0,66926,1251,83102
7/6/2020,VT,56,0,67259,1253,83564
7/7/2020,VT,56,0,68007,1256,84664
7/8/2020,VT,56,0,68668,1258,85979
7/9/2020,VT,56,0,69608,1272,87373
7/10/2020,VT,56,0,70988,1277,89352
7/11/2020,VT,56,0,71824,1282,90550
7/12/2020,VT,56,0,72625,1295,91715
7/13/2020,VT,56,0,73339,1301,92670
7/14/2020,VT,56,0,74370,1305,94198
7/15/2020,VT,56,0,75070,1317,95378
7/16/2020,VT,56,0,75973,1327,96784
7/17/2020,VT,56,0,77153,1336,98419
7/18/2020,VT,56,0,78121,1339,99757
7/19/2020,VT,56,0,80178,1349,102452
7/20/2020,VT,56,0,81504,1359,104242
7/21/2020,VT,56,0,82450,1366,105576
7/22/2020,VT,56,0,83412,1368,107034
7/23/2020,VT,56,0,84113,1379,108130
7/24/2020,VT,56,0,85177,1384,109744
7/25/2020,VT,56,0,86190,1397,111251
7/26/2020,VT,56,0,87076,1401,112641
7/27/2020,VT,56,0,87906,1403,113784
7/28/2020,VT,56,0,88801,1406,114994
7/29/2020,VT,56,0,89351,1407,115839
7/30/2020,VT,57,0,90055,1408,117054
7/31/2020,VT,57,0,91077,1416,118674
8/1/2020,VT,57,0,92017,1421,120143
8/2/2020,VT,57,0,93176,1425,121982
8/3/2020,VT,57,0,93673,1426,122592
8/4/2020,VT,57,0,95098,1431,124805
8/5/2020,VT,57,0,95681,1436,126278
8/6/2020,VT,58,0,96669,1446,127874
8/7/2020,VT,58,0,97540,1447,129262
8/8/2020,VT,58,0,98330,1453,130464
8/9/2020,VT,58,0,99083,1458,131933
8/10/2020,VT,58,0,99755,1461,132879
8/11/2020,VT,58,0,100736,1473,134316
8/12/2020,VT,58,0,101788,1478,135986
8/13/2020,VT,58,0,102525,1484,137198
8/14/2020,VT,58,0,104031,1501,139485
8/15/2020,VT,58,0,106857,1510,143082
8/16/2020,VT,58,0,107826,1515,144707
8/17/2020,VT,58,0,109712,1527,147660
8/18/2020,VT,58,0,110467,1530,148846
8/19/2020,VT,58,0,111244,1532,150144
8/20/2020,VT,58,0,112882,1536,152759
8/21/2020,VT,58,0,114221,1540,154874
8/22/2020,VT,58,0,115739,1551,157618
8/23/2020,VT,58,0,117075,1556,159766
8/24/2020,VT,58,0,118415,1564,162323
8/25/2020,VT,58,0,119348,1570,164034
8/26/2020,VT,58,0,119971,1574,165571
8/27/2020,VT,58,0,121869,1585,169043
8/28/2020,VT,58,0,123730,1589,172016
8/29/2020,VT,58,0,127063,1601,176934
8/30/2020,VT,58,0,130078,1612,181068
8/31/2020,VT,58,0,132539,1617,184280
9/1/2020,VT,58,0,135582,1623,188535
9/2/2020,VT,58,0,136122,1625,189683
9/3/2020,VT,58,0,137871,1630,193403
9/4/2020,VT,58,0,139154,1640,199349
9/5/2020,VT,58,0,140007,1645,201078
9/6/2020,VT,58,0,140922,1646,204968
9/7/2020,VT,58,0,142765,1650,210487
9/8/2020,VT,58,0,143437,1652,211500
9/9/2020,VT,58,0,143816,1657,212900
9/10/2020,VT,58,0,144332,1660,214253
9/11/2020,VT,58,0,145563,1668,219155
9/12/2020,VT,58,0,146547,1677,224096
9/13/2020,VT,58,0,147441,1684,228284
9/14/2020,VT,58,0,148187,1695,231961
9/15/2020,VT,58,0,148601,1702,232951
9/16/2020,VT,58,0,148948,1704,233912
9/17/2020,VT,58,0,150008,1707,237564
9/18/2020,VT,58,0,150878,1709,241670
9/19/2020,VT,58,0,151533,1713,246313
9/20/2020,VT,58,0,152483,1718,251100
9/21/2020,VT,58,0,153317,1722,255516
9/22/2020,VT,58,0,153827,1724,256469
9/23/2020,VT,58,0,154189,1725,258071
9/24/2020,VT,58,0,155054,1727,261733
9/25/2020,VT,58,0,155920,1734,266178
9/26/2020,VT,58,0,156799,1744,270136
9/27/2020,VT,58,0,157421,1746,271385
9/28/2020,VT,58,0,158250,1749,279263
9/29/2020,VT,58,0,159001,1753,280558
9/30/2020,VT,58,0,159604,1756,282735
10/1/2020,VT,58,0,160608,1759,286326
10/2/2020,VT,58,0,161507,1773,291452
10/3/2020,VT,58,0,162360,1782,296511
10/4/2020,VT,58,0,162969,1788,300650
10/5/2020,VT,58,0,163861,1821,305188
10/6/2020,VT,58,0,164342,1825,306090
10/7/2020,VT,58,0,164900,1832,307410
10/8/2020,VT,58,0,166142,1843,312985
10/9/2020,VT,58,0,167110,1851,314858
10/10/2020,VT,58,0,167751,1861,319294
10/11/2020,VT,58,0,169345,1871,325665
10/12/2020,VT,58,0,170189,1880,332568
10/13/2020,VT,58,0,170882,1891,334028
10/14/2020,VT,58,0,171534,1894,335448
10/15/2020,VT,58,0,172561,1910,340575
10/16/2020,VT,58,0,173381,1923,342441
10/17/2020,VT,58,0,174058,1932,350356
10/18/2020,VT,58,0,175086,1943,355657
10/19/2020,VT,58,0,176133,1951,359928
10/20/2020,VT,58,0,176481,1963,360803
10/21/2020,VT,58,0,177252,1983,362906
10/22/2020,VT,58,0,178123,1999,367990
10/23/2020,VT,58,0,179258,2029,376997
10/24/2020,VT,58,0,180871,2057,381875
10/25/2020,VT,58,0,181642,2087,388466
10/26/2020,VT,58,0,182057,2096,389237
10/27/2020,VT,58,0,182915,2127,390962
10/28/2020,VT,58,0,183439,2138,395571
10/29/2020,VT,58,0,184416,2154,398109
10/30/2020,VT,58,0,184972,2173,403053
10/31/2020,VT,58,0,185957,2195,408161
11/1/2020,VT,58,0,186372,2212,412747
11/2/2020,VT,58,0,186617,2235,415518
11/3/2020,VT,58,0,186880,2257,416146
11/4/2020,VT,58,0,187807,2288,418799
11/5/2020,VT,58,0,188707,2326,424422
11/6/2020,VT,58,0,189374,2354,428851
11/7/2020,VT,59,0,190140,2382,434341
11/8/2020,VT,59,0,190968,2436,438828
11/9/2020,VT,59,0,191377,2461,446327
11/10/2020,VT,59,0,192018,2513,447581
11/11/2020,VT,59,0,192790,2602,449806
11/12/2020,VT,59,0,194021,2727,456048
11/13/2020,VT,59,0,194945,2829,461509
11/14/2020,VT,59,0,195897,2927,468034
11/15/2020,VT,59,0,196563,2971,474928
11/16/2020,VT,59,0,197377,3095,477590
11/17/2020,VT,59,0,198286,3201,479705
11/18/2020,VT,60,0,198845,3255,482325
11/19/2020,VT,61,0,201719,3407,492865
11/20/2020,VT,62,0,202899,3551,497906
11/21/2020,VT,63,0,206091,3639,506543
11/22/2020,VT,63,0,209510,3727,516661
11/23/2020,VT,63,0,211201,3795,523227
11/24/2020,VT,64,0,212447,3845,527945
11/25/2020,VT,64,0,214257,3938,533135
11/26/2020,VT,64,0,215880,4017,533135
11/27/2020,VT,67,0,216849,4115,546179
11/28/2020,VT,67,0,217341,4155,547492
11/29/2020,VT,67,0,218689,4225,550991
11/30/2020,VT,69,0,219589,4296,552954
12/1/2020,VT,72,0,220785,4365,555633
12/2/2020,VT,74,0,221464,4466,559575
12/3/2020,VT,75,0,223078,4690,567067
12/4/2020,VT,77,0,225346,4763,572870
12/5/2020,VT,79,0,226857,4894,578009
12/6/2020,VT,79,0,228865,5015,583802
12/7/2020,VT,81,0,230221,5080,586309
12/8/2020,VT,85,0,230294,5180,588633
12/9/2020,VT,86,0,231343,5285,593651
12/10/2020,VT,89,0,233240,5413,601629
12/11/2020,VT,93,0,235076,5541,608412
12/12/2020,VT,95,0,236215,5626,612312
12/13/2020,VT,95,0,237762,5753,617618
12/14/2020,VT,96,0,239493,5857,622141
12/15/2020,VT,100,0,239679,5923,625217
12/16/2020,VT,105,0,240169,6009,628360
12/17/2020,VT,105,0,241308,6149,633446
12/18/2020,VT,107,0,242897,6243,640896
12/19/2020,VT,108,0,244184,6343,646518
12/20/2020,VT,111,0,245472,6443,651541
12/21/2020,VT,111,0,247280,6534,656484
12/22/2020,VT,112,0,248649,6608,660302
12/23/2020,VT,117,0,248588,6680,663684
12/24/2020,VT,120,0,250106,6781,671230
12/25/2020,VT,120,0,250106,6781,671230
12/26/2020,VT,121,0,252473,6966,680816
12/27/2020,VT,127,0,252921,7029,682083
12/28/2020,VT,129,0,253859,7120,684977
12/29/2020,VT,130,0,254059,7202,687387
12/30/2020,VT,134,0,254532,7276,689597
12/31/2020,VT,136,0,255684,7412,697705
1/13/2020,WA,0,0,0,0,0
1/14/2020,WA,0,0,0,0,0
1/15/2020,WA,0,0,0,0,0
1/16/2020,WA,0,0,0,0,0
1/17/2020,WA,0,0,0,0,0
1/18/2020,WA,0,0,0,0,0
1/19/2020,WA,0,0,0,1,0
1/20/2020,WA,0,0,0,1,0
1/21/2020,WA,0,0,0,2,0
1/22/2020,WA,0,0,0,2,0
1/23/2020,WA,0,0,0,2,0
1/24/2020,WA,0,0,0,2,0
1/25/2020,WA,0,0,0,2,0
1/26/2020,WA,0,0,0,2,0
1/27/2020,WA,0,0,0,2,0
1/28/2020,WA,0,0,0,2,0
1/29/2020,WA,0,0,0,2,0
1/30/2020,WA,0,0,0,2,0
1/31/2020,WA,0,0,0,2,0
2/1/2020,WA,0,0,0,2,0
2/2/2020,WA,0,0,0,2,0
2/3/2020,WA,0,0,0,3,0
2/4/2020,WA,0,0,0,3,0
2/5/2020,WA,0,0,0,3,0
2/6/2020,WA,0,0,0,5,0
2/7/2020,WA,0,0,0,5,0
2/8/2020,WA,0,0,0,5,0
2/9/2020,WA,0,0,0,5,0
2/10/2020,WA,0,0,0,5,0
2/11/2020,WA,0,0,0,5,0
2/12/2020,WA,0,0,0,5,0
2/13/2020,WA,0,0,0,6,0
2/14/2020,WA,0,0,0,7,0
2/15/2020,WA,0,0,0,7,0
2/16/2020,WA,0,0,0,7,0
2/17/2020,WA,0,0,0,7,0
2/18/2020,WA,0,0,0,7,0
2/19/2020,WA,0,0,0,7,0
2/20/2020,WA,0,0,0,7,0
2/21/2020,WA,0,0,0,7,0
2/22/2020,WA,0,0,0,7,0
2/23/2020,WA,0,0,0,8,0
2/24/2020,WA,0,0,0,9,0
2/25/2020,WA,0,0,0,10,0
2/26/2020,WA,2,0,0,12,0
2/27/2020,WA,2,0,0,13,0
2/28/2020,WA,4,0,0,15,0
2/29/2020,WA,5,0,0,18,42
3/1/2020,WA,8,0,0,26,117
3/2/2020,WA,11,0,0,43,305
3/3/2020,WA,14,0,0,59,531
3/4/2020,WA,16,0,0,93,782
3/5/2020,WA,20,0,0,117,1156
3/6/2020,WA,26,0,0,155,1667
3/7/2020,WA,27,0,0,206,2092
3/8/2020,WA,31,0,0,244,2632
3/9/2020,WA,35,0,0,282,3673
3/10/2020,WA,37,0,0,343,5486
3/11/2020,WA,40,0,0,405,7805
3/12/2020,WA,44,0,0,515,11614
3/13/2020,WA,47,0,0,648,15940
3/14/2020,WA,51,0,0,827,18316
3/15/2020,WA,57,0,0,1041,20059
3/16/2020,WA,69,0,0,1197,25055
3/17/2020,WA,78,0,0,1305,29870
3/18/2020,WA,82,0,0,1605,34696
3/19/2020,WA,92,0,0,1873,39156
3/20/2020,WA,104,0,0,2163,43276
3/21/2020,WA,111,0,0,2497,45706
3/22/2020,WA,126,0,0,2801,47738
3/23/2020,WA,137,0,0,2998,53245
3/24/2020,WA,146,0,0,3190,58745
3/25/2020,WA,159,0,0,3653,63993
3/26/2020,WA,183,0,0,4091,68680
3/27/2020,WA,199,0,0,4532,73297
3/28/2020,WA,220,0,0,4967,76094
3/29/2020,WA,237,0,0,5429,78081
3/30/2020,WA,248,0,0,5716,83531
3/31/2020,WA,262,0,0,5957,88412
4/1/2020,WA,282,0,0,6525,93374
4/2/2020,WA,310,0,0,6987,98545
4/3/2020,WA,338,0,0,7439,103598
4/4/2020,WA,365,0,0,7838,106297
4/5/2020,WA,386,0,0,8254,108393
4/6/2020,WA,407,0,0,8461,113776
4/7/2020,WA,429,0,0,8632,119252
4/8/2020,WA,443,0,0,9027,124317
4/9/2020,WA,459,0,0,9440,128808
4/10/2020,WA,476,0,0,9786,133289
4/11/2020,WA,494,0,0,10149,135476
4/12/2020,WA,509,0,0,10458,136957
4/13/2020,WA,526,0,0,10613,141543
4/14/2020,WA,542,0,0,10703,146201
4/15/2020,WA,551,0,0,11074,150699
4/16/2020,WA,571,0,0,11376,155401
4/17/2020,WA,585,0,0,11705,160524
4/18/2020,WA,598,0,0,12014,163092
4/19/2020,WA,615,0,0,12361,165059
4/20/2020,WA,629,0,0,12537,170027
4/21/2020,WA,640,0,0,12633,174818
4/22/2020,WA,647,0,0,12967,179945
4/23/2020,WA,654,0,0,13235,184908
4/24/2020,WA,659,0,0,13519,191084
4/25/2020,WA,665,0,0,13794,194532
4/26/2020,WA,738,0,0,14145,196617
4/27/2020,WA,749,0,0,14311,202414
4/28/2020,WA,765,0,0,14425,208382
4/29/2020,WA,786,0,0,14795,214078
4/30/2020,WA,801,0,0,15090,219604
5/1/2020,WA,814,0,0,15418,225299
5/2/2020,WA,824,0,0,15665,228003
5/3/2020,WA,830,0,0,15983,229800
5/4/2020,WA,834,0,0,16096,236165
5/5/2020,WA,841,0,0,16181,242290
5/6/2020,WA,862,0,0,16569,248702
5/7/2020,WA,870,0,0,16828,254216
5/8/2020,WA,891,0,0,17117,260312
5/9/2020,WA,905,0,0,17383,262820
5/10/2020,WA,921,0,0,17637,264596
5/11/2020,WA,931,0,0,17763,270794
5/12/2020,WA,945,0,0,17824,276900
5/13/2020,WA,962,0,0,18118,283044
5/14/2020,WA,975,0,0,18369,289417
5/15/2020,WA,983,0,0,18681,295958
5/16/2020,WA,992,0,0,18952,299456
5/17/2020,WA,1000,0,0,19234,301924
5/18/2020,WA,1001,0,0,19352,310386
5/19/2020,WA,1002,0,0,19416,319019
5/20/2020,WA,1031,0,0,19735,326079
5/21/2020,WA,1037,3125,0,20034,331812
5/22/2020,WA,1044,3156,0,20302,337656
5/23/2020,WA,1050,3230,0,20599,341006
5/24/2020,WA,1055,3256,0,20912,343829
5/25/2020,WA,1061,3287,0,21063,347132
5/26/2020,WA,1070,3290,0,21165,355902
5/27/2020,WA,1078,3338,0,21314,363211
5/28/2020,WA,1095,3394,0,21714,370033
5/29/2020,WA,1106,3413,0,22065,376873
5/30/2020,WA,1111,3455,0,22367,380960
5/31/2020,WA,1118,3480,0,22711,383882
6/1/2020,WA,1118,3501,0,22860,391905
6/2/2020,WA,1124,3517,0,22960,400375
